8.000000 	 0.000000 
7.999021 	 0.088604 
7.996085 	 0.177177 
7.991193 	 0.265688 
7.984346 	 0.354107 
7.975546 	 0.442403 
7.964796 	 0.530544 
7.952098 	 0.618501 
7.937457 	 0.706242 
7.920876 	 0.793737 
7.902361 	 0.880956 
7.881917 	 0.967868 
7.859549 	 1.054442 
7.835264 	 1.140649 
7.809070 	 1.226459 
7.780973 	 1.311841 
7.750982 	 1.396766 
7.719105 	 1.481203 
7.685352 	 1.565124 
7.649732 	 1.648499 
7.612256 	 1.731298 
7.572935 	 1.813494 
7.531779 	 1.895056 
7.488801 	 1.975956 
7.444013 	 2.056166 
7.397428 	 2.135658 
7.349059 	 2.214403 
7.298921 	 2.292375 
7.247028 	 2.369544 
7.193394 	 2.445884 
7.138036 	 2.521369 
7.080969 	 2.595970 
7.022209 	 2.669663 
6.961775 	 2.742419 
6.899682 	 2.814215 
6.835948 	 2.885024 
6.770594 	 2.954820 
6.703636 	 3.023579 
6.635094 	 3.091277 
6.564989 	 3.157888 
6.493340 	 3.223390 
6.420167 	 3.287757 
6.345493 	 3.350968 
6.269337 	 3.412999 
6.191723 	 3.473827 
6.112673 	 3.533431 
6.032209 	 3.591788 
5.950355 	 3.648878 
5.867133 	 3.704679 
5.782568 	 3.759171 
5.696685 	 3.812333 
5.609507 	 3.864147 
5.521060 	 3.914591 
5.431369 	 3.963648 
5.340460 	 4.011300 
5.248359 	 4.057527 
5.155093 	 4.102313 
5.060688 	 4.145640 
4.965171 	 4.187492 
4.868570 	 4.227853 
4.770912 	 4.266706 
4.672225 	 4.304037 
4.572538 	 4.339830 
4.471879 	 4.374072 
4.370277 	 4.406749 
4.267760 	 4.437847 
4.164359 	 4.467353 
4.060103 	 4.495255 
3.955021 	 4.521542 
3.849144 	 4.546202 
3.742501 	 4.569224 
3.635124 	 4.590598 
3.527042 	 4.610314 
3.418287 	 4.628363 
3.308890 	 4.644736 
3.198882 	 4.659425 
3.088294 	 4.672423 
2.977157 	 4.683722 
2.865504 	 4.693315 
2.753366 	 4.701197 
2.640775 	 4.707362 
2.527762 	 4.711805 
2.414361 	 4.714522 
2.300602 	 4.715508 
2.186519 	 4.714761 
2.072144 	 4.712277 
1.957509 	 4.708055 
1.842647 	 4.702093 
1.727590 	 4.694389 
1.612371 	 4.684943 
1.497021 	 4.673755 
1.381575 	 4.660825 
1.266064 	 4.646155 
1.150522 	 4.629745 
1.034979 	 4.611600 
0.919470 	 4.591719 
0.804027 	 4.570109 
0.688682 	 4.546771 
0.573467 	 4.521710 
0.458416 	 4.494932 
0.343560 	 4.466442 
0.228931 	 4.436245 
0.114562 	 4.404348 
0.000484 	 4.370759 
-0.113270 	 4.335485 
-0.226669 	 4.298533 
-0.339681 	 4.259914 
-0.452274 	 4.219635 
-0.564418 	 4.177708 
-0.676080 	 4.134141 
-0.787230 	 4.088946 
-0.897837 	 4.042134 
-1.007871 	 3.993717 
-1.117300 	 3.943707 
-1.226095 	 3.892117 
-1.334225 	 3.838961 
-1.441661 	 3.784252 
-1.548372 	 3.728005 
-1.654331 	 3.670235 
-1.759506 	 3.610956 
-1.863871 	 3.550185 
-1.967395 	 3.487938 
-2.070050 	 3.424231 
-2.171809 	 3.359083 
-2.272644 	 3.292511 
-2.372527 	 3.224532 
-2.471431 	 3.155166 
-2.569329 	 3.084432 
-2.666195 	 3.012349 
-2.762003 	 2.938936 
-2.856726 	 2.864216 
-2.950339 	 2.788208 
-3.042817 	 2.710933 
-3.134135 	 2.632413 
-3.224269 	 2.552671 
-3.313194 	 2.471729 
-3.400888 	 2.389609 
-3.487326 	 2.306335 
-3.572486 	 2.221930 
-3.656345 	 2.136418 
-3.738882 	 2.049825 
-3.820074 	 1.962174 
-3.899900 	 1.873490 
-3.978340 	 1.783799 
-4.055373 	 1.693127 
-4.130979 	 1.601500 
-4.205139 	 1.508943 
-4.277834 	 1.415485 
-4.349045 	 1.321151 
-4.418753 	 1.225970 
-4.486943 	 1.129968 
-4.553595 	 1.033173 
-4.618694 	 0.935614 
-4.682223 	 0.837319 
-4.744167 	 0.738317 
-4.804511 	 0.638637 
-4.863239 	 0.538307 
-4.920337 	 0.437357 
-4.975792 	 0.335817 
-5.029591 	 0.233716 
-5.081721 	 0.131085 
-5.132169 	 0.027953 
-5.180924 	 -0.075649 
-5.227976 	 -0.179691 
-5.273312 	 -0.284141 
-5.316924 	 -0.388969 
-5.358801 	 -0.494145 
-5.398935 	 -0.599636 
-5.437317 	 -0.705412 
-5.473940 	 -0.811441 
-5.508795 	 -0.917692 
-5.541877 	 -1.024133 
-5.573178 	 -1.130733 
