11.000000 	 0.000000 
10.999344 	 0.044089 
10.997374 	 0.088157 
10.994093 	 0.132183 
10.989500 	 0.176147 
10.983597 	 0.220027 
10.976387 	 0.263803 
10.967869 	 0.307453 
10.958048 	 0.350957 
10.946926 	 0.394294 
10.934506 	 0.437444 
10.920792 	 0.480386 
10.905787 	 0.523099 
10.889496 	 0.565563 
10.871923 	 0.607757 
10.853074 	 0.649662 
10.832953 	 0.691256 
10.811567 	 0.732520 
10.788921 	 0.773434 
10.765023 	 0.813977 
10.739878 	 0.854131 
10.713493 	 0.893874 
10.685877 	 0.933188 
10.657037 	 0.972054 
10.626981 	 1.010451 
10.595718 	 1.048361 
10.563257 	 1.085765 
10.529606 	 1.122643 
10.494776 	 1.158978 
10.458776 	 1.194751 
10.421616 	 1.229942 
10.383308 	 1.264535 
10.343860 	 1.298512 
10.303286 	 1.331853 
10.261596 	 1.364543 
10.218802 	 1.396563 
10.174916 	 1.427896 
10.129951 	 1.458525 
10.083919 	 1.488434 
10.036834 	 1.517606 
9.988708 	 1.546025 
9.939555 	 1.573674 
9.889389 	 1.600538 
9.838224 	 1.626602 
9.786075 	 1.651849 
9.732956 	 1.676265 
9.678883 	 1.699835 
9.623869 	 1.722545 
9.567932 	 1.744379 
9.511086 	 1.765325 
9.453348 	 1.785368 
9.394734 	 1.804495 
9.335260 	 1.822693 
9.274943 	 1.839948 
9.213801 	 1.856249 
9.151849 	 1.871582 
9.089106 	 1.885937 
9.025589 	 1.899300 
8.961316 	 1.911662 
8.896305 	 1.923010 
8.830575 	 1.933334 
8.764142 	 1.942623 
8.697027 	 1.950868 
8.629248 	 1.958059 
8.560824 	 1.964185 
8.491774 	 1.969238 
8.422116 	 1.973210 
8.351872 	 1.976091 
8.281060 	 1.977873 
8.209700 	 1.978549 
8.137811 	 1.978111 
8.065415 	 1.976553 
7.992530 	 1.973866 
7.919178 	 1.970046 
7.845379 	 1.965085 
7.771152 	 1.958979 
7.696519 	 1.951721 
7.621501 	 1.943308 
7.546118 	 1.933733 
7.470391 	 1.922993 
7.394341 	 1.911084 
7.317988 	 1.898003 
7.241355 	 1.883746 
7.164462 	 1.868311 
7.087330 	 1.851694 
7.009981 	 1.833894 
6.932436 	 1.814910 
6.854716 	 1.794740 
6.776843 	 1.773382 
6.698837 	 1.750837 
6.620721 	 1.727104 
6.542515 	 1.702183 
6.464241 	 1.676075 
6.385921 	 1.648780 
6.307575 	 1.620301 
6.229225 	 1.590638 
6.150893 	 1.559793 
6.072600 	 1.527770 
5.994366 	 1.494570 
5.916213 	 1.460196 
5.838163 	 1.424653 
5.760236 	 1.387944 
5.682454 	 1.350073 
5.604837 	 1.311045 
5.527406 	 1.270865 
5.450182 	 1.229538 
5.373186 	 1.187069 
5.296439 	 1.143465 
5.219960 	 1.098732 
5.143771 	 1.052877 
5.067892 	 1.005906 
4.992342 	 0.957828 
4.917142 	 0.908649 
4.842312 	 0.858379 
4.767872 	 0.807025 
4.693840 	 0.754597 
4.620238 	 0.701103 
4.547084 	 0.646553 
4.474397 	 0.590957 
4.402196 	 0.534325 
4.330500 	 0.476667 
4.259328 	 0.417994 
4.188698 	 0.358317 
4.118629 	 0.297648 
4.049139 	 0.235999 
3.980244 	 0.173381 
3.911964 	 0.109806 
3.844316 	 0.045289 
3.777316 	 -0.020160 
3.710983 	 -0.086526 
3.645332 	 -0.153795 
